open_time_ms,open_time_utc,open,high,low,close,volume,close_time_ms,close_time_utc,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
1736251200000,2025-01-07T12:00:00Z,3639.28000000,3645.95000000,3413.81000000,3462.64000000,237757.35370000,1736265599999,2025-01-07T15:59:59.999000Z,839301562.88478200,1204047,110675.34990000,390920189.91550400
1736265600000,2025-01-07T16:00:00Z,3462.65000000,3491.70000000,3372.71000000,3385.67000000,137249.79130000,1736279999999,2025-01-07T19:59:59.999000Z,471877428.81567600,984784,62805.24850000,215930128.25328200
1736280000000,2025-01-07T20:00:00Z,3385.68000000,3414.04000000,3356.31000000,3381.31000000,79953.38140000,1736294399999,2025-01-07T23:59:59.999000Z,270592415.22142300,657211,40105.71720000,135756866.30930300
1736294400000,2025-01-08T00:00:00Z,3381.31000000,3415.10000000,3343.22000000,3360.31000000,72032.31400000,1736308799999,2025-01-08T03:59:59.999000Z,243622186.02152200,587029,32249.65850000,109129210.14681500
1736308800000,2025-01-08T04:00:00Z,3360.31000000,3373.14000000,3306.41000000,3354.59000000,96871.44440000,1736323199999,2025-01-08T07:59:59.999000Z,323630230.18304900,631542,44830.60470000,149794262.80511800
1736323200000,2025-01-08T08:00:00Z,3354.59000000,3376.85000000,3323.00000000,3349.79000000,56107.35620000,1736337599999,2025-01-08T11:59:59.999000Z,188334823.35586000,420466,28857.87760000,96894681.03447300
1736337600000,2025-01-08T12:00:00Z,3349.78000000,3386.36000000,3332.55000000,3346.73000000,110465.55300000,1736351999999,2025-01-08T15:59:59.999000Z,370726028.94232800,821054,48737.51340000,163621868.72225600
1736352000000,2025-01-08T16:00:00Z,3346.72000000,3347.68000000,3208.20000000,3280.68000000,202602.45970000,1736366399999,2025-01-08T19:59:59.999000Z,664011245.70806400,1087020,94232.72850000,308734047.19283900
1736366400000,2025-01-08T20:00:00Z,3280.68000000,3334.80000000,3266.08000000,3327.29000000,46670.83540000,1736380799999,2025-01-08T23:59:59.999000Z,154057673.44583600,219086,26668.84420000,88085708.51687800
1736380800000,2025-01-09T00:00:00Z,3327.29000000,3357.27000000,3306.50000000,3324.74000000,52228.51610000,1736395199999,2025-01-09T03:59:59.999000Z,174003428.36969600,421520,26113.24430000,86997207.95176300
1736395200000,2025-01-09T04:00:00Z,3324.71000000,3343.36000000,3281.96000000,3288.71000000,48878.56530000,1736409599999,2025-01-09T07:59:59.999000Z,162013478.55003400,337246,21995.61670000,72961655.10342200
1736409600000,2025-01-09T08:00:00Z,3288.71000000,3327.75000000,3265.77000000,3301.41000000,68409.94590000,1736423999999,2025-01-09T11:59:59.999000Z,226027936.45001500,488993,33553.14650000,110881809.44347700
1736424000000,2025-01-09T12:00:00Z,3301.41000000,3337.00000000,3210.28000000,3320.58000000,129495.90170000,1736438399999,2025-01-09T15:59:59.999000Z,422233095.55962400,934186,62723.48600000,204588634.25226400
1736438400000,2025-01-09T16:00:00Z,3320.57000000,3327.91000000,3190.82000000,3195.63000000,101321.19190000,1736452799999,2025-01-09T19:59:59.999000Z,330254014.68373600,696949,46997.71820000,153321886.22285200
1736452800000,2025-01-09T20:00:00Z,3195.63000000,3239.59000000,3158.00000000,3219.20000000,101484.30380000,1736467199999,2025-01-09T23:59:59.999000Z,324426726.10126300,806995,46410.52290000,148433917.10890100
1736467200000,2025-01-10T00:00:00Z,3219.20000000,3260.47000000,3213.74000000,3254.37000000,38726.26710000,1736481599999,2025-01-10T03:59:59.999000Z,125326352.96233500,428180,20485.66890000,66295939.67855200
1736481600000,2025-01-10T04:00:00Z,3254.36000000,3313.65000000,3242.40000000,3296.29000000,54266.70970000,1736495999999,2025-01-10T07:59:59.999000Z,177787710.52868300,430977,25815.61920000,84631670.46766000
1736496000000,2025-01-10T08:00:00Z,3296.29000000,3321.25000000,3288.12000000,3311.65000000,58339.94840000,1736510399999,2025-01-10T11:59:59.999000Z,192712922.63488400,319211,27027.27420000,89283005.46381200
1736510400000,2025-01-10T12:00:00Z,3311.64000000,3317.03000000,3193.97000000,3245.14000000,188771.59030000,1736524799999,2025-01-10T15:59:59.999000Z,613562661.61596200,1108495,90759.80520000,294859771.71869000
1736524800000,2025-01-10T16:00:00Z,3245.15000000,3322.49000000,3232.20000000,3295.66000000,87802.26840000,1736539199999,2025-01-10T19:59:59.999000Z,287781469.95738400,693656,44333.42640000,145258640.84124400
1736539200000,2025-01-10T20:00:00Z,3295.65000000,3295.65000000,3256.90000000,3267.04000000,26235.34940000,1736553599999,2025-01-10T23:59:59.999000Z,85769473.97274000,218599,14097.39100000,46084462.49841600
1736553600000,2025-01-11T00:00:00Z,3267.05000000,3270.00000000,3231.83000000,3236.80000000,23585.07370000,1736567999999,2025-01-11T03:59:59.999000Z,76644164.17046500,205446,10442.19940000,33939415.32560500
1736568000000,2025-01-11T04:00:00Z,3236.80000000,3251.13000000,3222.73000000,3235.72000000,22043.90980000,1736582399999,2025-01-11T07:59:59.999000Z,71358105.30230200,155141,8931.70830000,28929348.56565400
1736582400000,2025-01-11T08:00:00Z,3235.72000000,3280.50000000,3217.56000000,3273.81000000,33928.16660000,1736596799999,2025-01-11T11:59:59.999000Z,110196183.33558800,218570,17679.47060000,57465480.85298100
1736596800000,2025-01-11T12:00:00Z,3273.81000000,3282.94000000,3258.30000000,3271.33000000,22576.16580000,1736611199999,2025-01-11T15:59:59.999000Z,73818218.01408300,193167,10460.61150000,34212477.02801700
1736611200000,2025-01-11T16:00:00Z,3271.33000000,3283.54000000,3259.06000000,3278.45000000,20674.01870000,1736625599999,2025-01-11T19:59:59.999000Z,67655109.12867000,211294,10316.90300000,33764685.76683100
1736625600000,2025-01-11T20:00:00Z,3278.46000000,3320.18000000,3275.84000000,3282.83000000,28872.41410000,1736639999999,2025-01-11T23:59:59.999000Z,95261515.40715400,225159,16371.89480000,54038769.60490300
1736640000000,2025-01-12T00:00:00Z,3282.83000000,3290.91000000,3274.12000000,3286.00000000,16338.38380000,1736654399999,2025-01-12T03:59:59.999000Z,53644104.02080600,150675,8538.79240000,28037859.31041600
1736654400000,2025-01-12T04:00:00Z,3286.00000000,3289.41000000,3263.49000000,3266.87000000,17101.39360000,1736668799999,2025-01-12T07:59:59.999000Z,56036276.61181400,116137,8562.75210000,28057367.27023300
1736668800000,2025-01-12T08:00:00Z,3266.87000000,3271.36000000,3224.49000000,3253.02000000,30127.32850000,1736683199999,2025-01-12T11:59:59.999000Z,97757130.52564500,192492,13489.71930000,43778487.92856200
1736683200000,2025-01-12T12:00:00Z,3253.03000000,3296.14000000,3247.89000000,3285.68000000,45904.05730000,1736697599999,2025-01-12T15:59:59.999000Z,150097793.73696600,264135,23924.33480000,78285392.68698200
1736697600000,2025-01-12T16:00:00Z,3285.68000000,3300.00000000,3268.66000000,3280.12000000,25565.43610000,1736711999999,2025-01-12T19:59:59.999000Z,83979424.72045500,187661,11035.55550000,36251112.61467600
1736712000000,2025-01-12T20:00:00Z,3280.11000000,3289.31000000,3234.38000000,3267.30000000,29843.37160000,1736726399999,2025-01-12T23:59:59.999000Z,97236982.43010100,240808,12761.37910000,41579787.50312100
1736726400000,2025-01-13T00:00:00Z,3267.30000000,3339.00000000,3235.69000000,3242.72000000,74893.51460000,1736740799999,2025-01-13T03:59:59.999000Z,245964854.01819600,562793,38086.39670000,125176134.79812500
1736740800000,2025-01-13T04:00:00Z,3242.73000000,3260.49000000,3181.30000000,3201.66000000,60066.44610000,1736755199999,2025-01-13T07:59:59.999000Z,193206562.14108200,421093,28956.49880000,93183603.46312500
1736755200000,2025-01-13T08:00:00Z,3201.66000000,3205.90000000,3055.88000000,3057.16000000,168149.87310000,1736769599999,2025-01-13T11:59:59.999000Z,525274035.89074100,993986,77755.65810000,242980848.48989400
1736769600000,2025-01-13T12:00:00Z,3057.15000000,3091.38000000,2920.00000000,3049.00000000,307651.56840000,1736783999999,2025-01-13T15:59:59.999000Z,932670255.90856000,1476874,144790.31930000,439261855.49427700
1736784000000,2025-01-13T16:00:00Z,3049.01000000,3060.51000000,2986.40000000,3025.07000000,133843.84050000,1736798399999,2025-01-13T19:59:59.999000Z,404069187.86282300,884994,68218.34980000,205933831.64882500
1736798400000,2025-01-13T20:00:00Z,3025.06000000,3143.20000000,3011.71000000,3137.51000000,101302.32420000,1736812799999,2025-01-13T23:59:59.999000Z,313639739.33303700,560508,53149.57870000,164494525.31722200
